Measure,Industry,Region,Quarter,Value,Flags
"Total earnings","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Jun-08",34959800,
"Total earnings","Public administration and safety","Gisborne","Jun-08",11424700,
"Total earnings","Public administration and safety","Bay of Plenty","Jun-08",50825200,
"Total earnings","Public administration and safety","Waikato","Jun-08",92314500,
"Total earnings","Public administration and safety","Hawke's Bay","Jun-08",37479300,
"Total earnings","Public administration and safety","Auckland","Jun-08",349722300,
"Total earnings","Public administration and safety","Northland","Jun-08",35062500,
"Total earnings","Public administration and safety","Southland","Jun-08",21038300,
"Total earnings","Public administration and safety","Otago","Jun-08",43581800,
"Total earnings","Public administration and safety","Canterbury","Jun-08",134983800,
"Total earnings","Education and training","Auckland","Jun-08",567244900,
"Total earnings","Education and training","Hawke's Bay","Jun-08",57538700,
"Total earnings","Education and training","Northland","Jun-08",51271800,
"Total earnings","Education and training","Gisborne","Jun-08",18903300,
"Total earnings","Education and training","Taranaki","Jun-08",34166300,
"Total earnings","Education and training","Manawatu-Wanganui","Jun-08",109467500,
"Total earnings","Education and training","Waikato","Jun-08",157231600,
"Total earnings","Education and training","Bay of Plenty","Jun-08",90718500,
"Total earnings","Education and training","Wellington","Jun-08",232582400,
"Total earnings","Education and training","Tasman, Nelson, Marlborough, West Coast","Jun-08",49252000,
"Total earnings","Education and training","Canterbury","Jun-08",211871900,
"Total earnings","Education and training","Canterbury","Mar-08",207518000,
"Total earnings","Education and training","Tasman, Nelson, Marlborough, West Coast","Mar-08",49420300,
"Total earnings","Education and training","Wellington","Mar-08",232351000,
"Total earnings","Education and training","Bay of Plenty","Mar-08",93052400,
"Total earnings","Education and training","Waikato","Mar-08",154588400,
"Total earnings","Education and training","Manawatu-Wanganui","Mar-08",115619600,
"Total earnings","Education and training","Taranaki","Mar-08",34847100,
"Total earnings","Education and training","Gisborne","Mar-08",18804800,
"Total earnings","Education and training","Northland","Mar-08",51725200,
"Total earnings","Education and training","Hawke's Bay","Mar-08",58039200,
"Total earnings","Education and training","Auckland","Mar-08",588624600,
"Total earnings","Public administration and safety","Canterbury","Mar-08",132456500,
"Total earnings","Public administration and safety","Otago","Mar-08",38352400,
"Total earnings","Public administration and safety","Southland","Mar-08",18067800,
"Total earnings","Public administration and safety","Northland","Mar-08",30425900,
"Total earnings","Public administration and safety","Auckland","Mar-08",319882500,
"Total earnings","Public administration and safety","Hawke's Bay","Mar-08",34469800,
"Total earnings","Public administration and safety","Waikato","Mar-08",77281500,
"Total earnings","Public administration and safety","Bay of Plenty","Mar-08",49568500,
"Total earnings","Public administration and safety","Gisborne","Mar-08",10109600,
"Total earnings","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Mar-08",33733900,
"Total earnings","Public administration and safety","Manawatu-Wanganui","Mar-08",102966800,
"Total earnings","Public administration and safety","Taranaki","Mar-08",18757600,
"Total earnings","Administrative and support services","Otago","Mar-08",32887000,
"Total earnings","Public administration and safety","Wellington","Mar-08",412063100,
"Total earnings","Administrative and support services","Southland","Mar-08",5606200,
"Total earnings","Administrative and support services","Auckland","Mar-08",326561400,
"Total earnings","Administrative and support services","Bay of Plenty","Mar-08",36164600,
"Total earnings","Administrative and support services","Northland","Mar-08",11430800,
"Total earnings","Administrative and support services","Waikato","Mar-08",56113800,
"Total earnings","Administrative and support services","Hawke's Bay","Mar-08",21617300,
"Total earnings","Administrative and support services","Gisborne","Mar-08",5358300,
"Total earnings","Administrative and support services","Manawatu-Wanganui","Mar-08",19314700,
"Total earnings","Administrative and support services","Taranaki","Mar-08",12744900,
"Total earnings","Administrative and support services","Tasman, Nelson, Marlborough, West Coast","Mar-08",17990500,
"Total earnings","Administrative and support services","Wellington","Mar-08",132204400,
"Total earnings","Professional, scientific, and technical services","Tasman, Nelson, Marlborough, West Coast","Mar-08",36975500,
"Total earnings","Professional, scientific, and technical services","Southland","Mar-08",20917300,
"Total earnings","Professional, scientific, and technical services","Otago","Mar-08",55625700,
"Total earnings","Professional, scientific, and technical services","Canterbury","Mar-08",212396700,
"Total earnings","Administrative and support services","Canterbury","Mar-08",80475600,
"Total earnings","Professional, scientific, and technical services","Wellington","Mar-08",438963600,
"Total earnings","Professional, scientific, and technical services","Manawatu-Wanganui","Mar-08",47350400,
"Total earnings","Professional, scientific, and technical services","Hawke's Bay","Mar-08",37415300,
"Total earnings","Professional, scientific, and technical services","Taranaki","Mar-08",31890900,
"Total earnings","Professional, scientific, and technical services","Waikato","Mar-08",127597500,
"Total earnings","Professional, scientific, and technical services","Auckland","Mar-08",985972600,
"Total earnings","Professional, scientific, and technical services","Gisborne","Mar-08",8635900,
"Total earnings","Professional, scientific, and technical services","Bay of Plenty","Mar-08",68947400,
"Total earnings","Professional, scientific, and technical services","Northland","Mar-08",29892000,
"Total earnings","Rental, hiring, and real estate services","Otago","Mar-08",11165400,
"Total earnings","Rental, hiring, and real estate services","Southland","Mar-08",3659100,
"Total earnings","Rental, hiring, and real estate services","Manawatu-Wanganui","Mar-08",8870000,
"Total earnings","Rental, hiring, and real estate services","Taranaki","Mar-08",5483800,
"Total earnings","Rental, hiring, and real estate services","Wellington","Mar-08",29888000,
"Total earnings","Rental, hiring, and real estate services","Wellington","Dec-07",31525400,
"Total earnings","Rental, hiring, and real estate services","Taranaki","Dec-07",6634300,
"Total earnings","Rental, hiring, and real estate services","Manawatu-Wanganui","Dec-07",10957700,
"Total earnings","Rental, hiring, and real estate services","Southland","Dec-07",4217500,
"Total earnings","Rental, hiring, and real estate services","Otago","Dec-07",13466300,
"Total earnings","Professional, scientific, and technical services","Northland","Dec-07",31767700,
"Total earnings","Professional, scientific, and technical services","Bay of Plenty","Dec-07",74899400,
"Total earnings","Professional, scientific, and technical services","Gisborne","Dec-07",9212600,
"Total earnings","Professional, scientific, and technical services","Auckland","Dec-07",1028264200,
"Total earnings","Professional, scientific, and technical services","Waikato","Dec-07",134823800,
"Total earnings","Professional, scientific, and technical services","Taranaki","Dec-07",31344700,
"Total earnings","Professional, scientific, and technical services","Hawke's Bay","Dec-07",38344600,
"Total earnings","Professional, scientific, and technical services","Manawatu-Wanganui","Dec-07",50052000,
"Total earnings","Professional, scientific, and technical services","Wellington","Dec-07",473199300,
"Total earnings","Administrative and support services","Canterbury","Dec-07",82922900,
"Total earnings","Professional, scientific, and technical services","Canterbury","Dec-07",221191200,
"Total earnings","Professional, scientific, and technical services","Otago","Dec-07",60817300,
"Total earnings","Professional, scientific, and technical services","Southland","Dec-07",19587300,
"Total earnings","Professional, scientific, and technical services","Tasman, Nelson, Marlborough, West Coast","Dec-07",39639300,
"Total earnings","Administrative and support services","Wellington","Dec-07",138915400,
"Total earnings","Administrative and support services","Tasman, Nelson, Marlborough, West Coast","Dec-07",15871500,
"Total earnings","Administrative and support services","Taranaki","Dec-07",12923000,
"Total earnings","Administrative and support services","Manawatu-Wanganui","Dec-07",20498800,
"Total earnings","Administrative and support services","Gisborne","Dec-07",4241700,
